Clan Tag,Tag,league,builderBaseLeague,role,attackWins,defenseWins,townHallLevel,name,expLevel,trophies,bestTrophies,donations,donationsReceived,builderHallLevel,builderBaseTrophies,bestBuilderBaseTrophies,warStars,clanCapitalContributions
%23PLL90GY8,%239R2VV88L8,Unranked,Stone League II,admin,0,0,12,cAsTiEl16,108,2521,2764,0,0,6,1369,1390,749,53181
%23PLL90GY8,%23QC820CVRR,Crystal League II,Clay League IV,coLeader,1,3,12,jerss034,104,2244,2315,2,432,4,660,685,277,31632
%23PLL90GY8,%23G8RGYPJ0J,Gold League I,Wood League II,coLeader,2,0,11,jero,73,1952,2046,0,398,3,346,346,46,0
%23PLL90GY8,%23QLU02RVV0,Unranked,Stone League IV,admin,0,0,10,castiel❤️,78,1541,2057,0,0,5,1119,1136,281,21735
%23PLL90GY8,%239U8YLPLQ2,Unranked,Wood League I,admin,0,0,10,zane16,71,1449,1946,0,0,3,425,437,111,19230
%23PLL90GY8,%2389QQV2QVG,Unranked,Wood League I,admin,0,0,10,dragneel,52,985,1125,0,0,4,420,438,16,11800
%23PLL90GY8,%23GP8V280VJ,Unranked,Wood League V,member,0,0,4,urayah,10,300,480,0,0,2,40,40,0,0
%232QUU0CYRG,%23PG9QCVYRY,Master League III,Brass League II,leader,0,0,12,FT,145,2670,3489,0,0,6,2247,2291,491,200052
%232QUU0CYRG,%2329LLPLUYG,Master League III,Iron League II,member,3,0,12,ATENAS_POSEID0N,154,2580,3669,0,0,8,2851,2969,469,447463
%232QUU0CYRG,%232GLQLG929,Unranked,Brass League II,coLeader,0,0,12,death,163,2576,5000,0,0,8,2212,2387,938,346193
%232QUU0CYRG,%23Q9J8YU0L9,Unranked,Iron League II,member,0,0,12,Toph Beifong,137,2436,2852,0,0,8,2996,3167,188,649231
%232QUU0CYRG,%23LJ2CV20P,Unranked,Iron League II,member,0,0,12,pablo o_O,155,2242,3455,0,0,8,2911,3022,1172,339277
%232QUU0CYRG,%23Q9Y0GLGJY,Unranked,Wood League III,member,0,0,12,Gabriel,84,2103,2232,0,0,3,245,250,104,0
%232QUU0CYRG,%23UGQQGJL0,Unranked,Brass League II,admin,0,0,11,power of evil,139,2036,2656,0,0,7,2248,2385,620,262704
%232QUU0CYRG,%23PVYGL99VC,Unranked,Brass League III,member,0,0,11,rafa,107,1737,1737,0,0,6,2195,2260,35,129438
%232QUU0CYRG,%23LCJJLR99C,Unranked,Brass League III,member,0,0,10,jheff,104,1656,1737,0,0,6,2105,2369,38,184807
%232QUU0CYRG,%23GY2PG2UJU,Gold League II,Brass League I,member,12,1,12,edenian,97,1613,1674,0,0,10,2574,2671,0,45600
%232QUU0CYRG,%238RJG9LC9G,Unranked,Copper League V,admin,0,0,10,DeadBeaSt,109,1586,1750,0,0,5,1571,1571,302,37869
%232QUU0CYRG,%23QQ0YPV0UQ,Gold League III,Copper League I,,0,0,10,WhoZaif,90,1586,1945,0,0,6,1942,2064,106,51677
%232QUU0CYRG,%23QPPPG8YVC,Unranked,Clay League I,member,0,0,13,JimmyGBuckets,52,1536,1593,0,0,4,928,934,19,129394
%232QUU0CYRG,%23G2VPY9YJ8,Unranked,Copper League I,admin,0,0,10,lau,81,1534,1845,0,0,5,1959,2122,78,26885
%232QUU0CYRG,%23QPGCYQRGQ,Unranked,Brass League III,member,0,0,11,kim jung un,100,1532,1876,0,0,6,2137,2244,148,140630
%232QUU0CYRG,%23P2VUULPV2,Unranked,Copper League I,admin,0,0,10,windoh,89,1494,1667,0,0,6,1954,2080,60,44596
%232QUU0CYRG,%23G9LRP0YPC,Unranked,Copper League I,admin,0,0,10,DIZZY,77,1390,1848,0,0,8,1915,2145,111,104988
%232QUU0CYRG,%23Y9U0RYYC0,Unranked,Brass League III,coLeader,0,0,10,jop3000,86,1279,2083,0,0,6,2014,2112,112,126486
%232QUU0CYRG,%232V22RLCPY,Unranked,Stone League II,admin,0,0,10,zombie wolf,94,1235,2035,0,0,4,1396,1465,552,197439
%232QUU0CYRG,%23QJRCYYJ,Unranked,Copper League III,member,0,0,9,Matos,90,1066,1502,0,0,5,1758,1801,236,3465
%232QUU0CYRG,%23L9JCYQYJY,Unranked,Stone League V,member,0,0,10,Leo.Diass,69,1016,1158,0,0,4,1037,1051,0,700
%232QUU0CYRG,%23PJQQ0QLVY,Unranked,Copper League IV,admin,0,0,9,jj5,56,941,1050,0,0,5,1687,1687,48,42847
%232QUU0CYRG,%23QV2JL8R8Q,Unranked,Wood League III,member,0,0,9,larissa,64,930,1074,0,0,3,244,244,0,5790
%232QUU0CYRG,%23PYQJRL989,Unranked,Clay League I,admin,0,0,10,McQuack,62,929,1113,0,0,4,975,991,354,188803
%232QUU0CYRG,%23QVYRLGVCR,Unranked,Copper League V,member,0,0,9,Moisésqz,41,887,933,0,0,6,1591,1597,0,810
%232QUU0CYRG,%23QQ2UPULGR,Silver League II,Stone League III,admin,14,0,8,nurbekooov1,55,1053,1157,25,80,5,1246,1246,4,3700
%232QUU0CYRG,%23L9LQRC9QY,Unranked,Stone League I,member,0,0,8,LQ7,57,800,1109,0,0,5,1484,1499,9,100
%232QUU0CYRG,%23YUPGLQ9CV,Unranked,Wood League III,coLeader,0,0,8,TheBadBunny,63,791,1254,0,0,3,247,247,200,37208
%232QUU0CYRG,%23L928RV8Q9,Unranked,,member,0,0,9,D4RKS0UL33,53,760,804,0,0,0,0,0,257,182173
%232QUU0CYRG,%23Q0GVLG88Q,Unranked,,member,0,0,8,God Caleb,35,650,679,0,0,0,0,0,10,51116
%232QUU0CYRG,%23G892LLPVV,Unranked,,member,0,0,8,TheKlaw,25,603,554,0,0,0,0,0,0,27151
%232QVVGLVPY,%23QUGJGCUVC,Titan League II,Brass League I,leader,36,0,12,kinggames44,111,4365,4726,56,1420,7,2497,2570,329,415706
%232QVVGLVPY,%23LL8JQ0802,Master League II,Steel League III,coLeader,1,0,12,MazenMohamed,151,2884,3478,0,0,10,3200,3268,566,377938
%232QVVGLVPY,%23YQVQ9VJPY,Unranked,Iron League II,coLeader,0,0,12,KINGSNIPERN1,135,2332,3091,0,0,10,2801,3055,600,523764
%232QVVGLVPY,%23QR2PUYUPR,Unranked,Stone League I,coLeader,0,0,11,onepower,104,2111,2257,2,35,6,1457,1478,203,232840
%232QVVGLVPY,%2322RV9Y8UL,Gold League I,Brass League III,member,4,0,11,merto,121,1837,2390,134,91,6,2179,2381,373,84300
%232QVVGLVPY,%23QUPG802YR,Unranked,Brass League II,coLeader,0,0,10,MONEKY.D.LUFFY,104,1651,2138,0,0,6,2255,2414,309,234039
%232QVVGLVPY,%23PPC22809V,Unranked,Brass League III,admin,0,0,9,zaizoe 2,90,1564,2056,0,0,6,2122,2122,184,0
%232QVVGLVPY,%23QVRJQLUV9,Unranked,Stone League I,coLeader,0,0,13,AHMED,68,1416,1373,0,0,6,1468,1492,231,86135
%232QVVGLVPY,%23GP00RGCL0,Silver League I,Copper League IV,member,9,0,10,راغب,61,1220,1495,0,0,6,1644,1927,8,59938
%232QVVGLVPY,%23G2R8JRUPC,Unranked,,coLeader,0,0,9,Ahmed♥✌,47,1149,1411,0,0,0,0,0,94,11583
%232QVVGLVPY,%23G29QGQ08P,Silver League II,Copper League V,member,17,0,7,ابو عمر,47,1140,1233,0,78,5,1535,1557,9,250
%232QVVGLVPY,%23LCYQGRJJQ,Unranked,Wood League IV,coLeader,0,0,12,killer,59,1096,1322,2138,0,4,111,111,178,224146
%232QVVGLVPY,%23G2GJ9QLP9,Silver League II,Clay League I,member,10,1,8,غتتح,54,1013,1034,0,0,4,978,991,0,7150
%232QVVGLVPY,%23GLY9LV9YV,Unranked,Wood League V,member,0,0,10,احمد,35,985,1086,0,0,2,40,40,0,0
%232QVVGLVPY,%23GYYL0YQPJ,Silver League III,Copper League III,member,1,1,8,buuse<bo05>,51,921,1070,0,0,5,1790,1813,2,0
%232QVVGLVPY,%23LJCYCCUQ8,Silver League III,Wood League I,member,0,2,8,Ahmad12,56,847,1040,0,0,3,464,464,0,100
%232QVVGLVPY,%23QYVJLRQYL,Unranked,Stone League IV,member,0,0,8,EYUBMORAD,39,799,1005,0,0,4,1116,1153,0,1950
%232QVVGLVPY,%23QU0PCQLYV,Bronze League I,Clay League III,member,6,0,7,KhairGaming,39,721,773,0,0,4,756,762,0,100
%232QVVGLVPY,%23G2RQ0VV90,Unranked,Clay League III,member,0,0,7,bosify1981,31,719,950,0,0,3,722,739,0,26081
%232QVVGLVPY,%23G2RU880RJ,Silver League III,Wood League V,member,5,0,7,Ali,25,716,861,0,10,2,80,80,0,0
%232QVVGLVPY,%23GPGYP0RJU,Bronze League I,Wood League III,member,0,0,8,zen,24,704,820,0,0,2,266,266,3,1300
%232QVVGLVPY,%23G2RULQC9Y,Unranked,Clay League II,coLeader,0,0,7,Name,35,689,929,0,0,3,864,964,53,34922
%232QVVGLVPY,%23QVJUJ99GR,Unranked,Stone League V,coLeader,0,0,7,SINJI,40,688,1023,0,0,4,1098,1098,125,56823
%232QVVGLVPY,%23QVRP2JRV9,Unranked,Wood League II,coLeader,0,0,7,شلبي,31,634,755,0,0,3,332,332,47,41863
%232QVVGLVPY,%23G99UQ9QGU,Unranked,Wood League I,member,0,0,6,حذيفة,35,631,685,0,20,4,499,508,0,100
%232QVVGLVPY,%23QCPU09P8R,Unranked,Clay League II,member,0,0,5,YoYo,21,570,648,0,0,4,810,810,0,0
%232QVVGLVPY,%23G8LGJYQ92,Unranked,Clay League IV,coLeader,0,0,6,ksomk,32,535,764,0,0,3,688,932,10,25597
%232QVVGLVPY,%23G90PG0PJG,Bronze League II,Wood League IV,member,0,3,5,ابراهيم,17,519,497,0,0,3,137,137,5,0
%23UQP080G2,%232J922LJUQ,Champion League III,Iron League II,coLeader,12,0,13,BRAYAN,170,3183,3242,133,404,9,2968,3159,1967,600
%23UQP080G2,%238PGVPLQ22,Master League I,Brass League II,coLeader,23,3,13,julio,171,3133,3247,239,408,7,2389,2504,2076,15100
%23UQP080G2,%238JYQLLP98,Master League I,Iron League III,coLeader,26,6,14,Q. T. I,217,3152,3755,4315,479,9,2750,3201,1954,100
%23UQP080G2,%23PQ2PRVG0P,Master League II,Brass League III,coLeader,21,0,13,{[(BRAYAN)]},144,2889,2897,438,310,6,2043,2242,1509,100
%23UQP080G2,%239PQGJRGYR,Master League II,Copper League III,member,28,1,14,*%[LoK0]%*,123,2831,2831,462,410,6,1763,1811,1696,100
%23UQP080G2,%238QLRG09J9,Unranked,Copper League III,member,0,0,12,Gustavo,163,2742,3399,471,432,6,1778,2063,2297,100
%23UQP080G2,%232PRCJLP8C,Unranked,Titanium League II,coLeader,0,0,12,$☆¤PEREZ¤☆$,202,2675,3359,0,0,9,4071,4135,2283,54678
%23UQP080G2,%239LVQ2CPUR,Master League III,Brass League II,coLeader,7,1,13,EL BRAYAN,157,2685,3109,281,372,7,2238,2469,1962,100
%23UQP080G2,%239YQUCRLVV,Master League III,Brass League II,admin,7,2,13,M y B,155,2610,3022,106,340,7,2355,2405,2189,100
%23UQP080G2,%232V8QJYJ98,Unranked,Steel League III,leader,0,0,12,Andi,163,2512,2849,0,72,10,3331,3566,934,166665
%23UQP080G2,%239QGQJJY22,Unranked,Copper League II,member,0,0,12,♡♥YESSENIA♥♡,161,2497,3074,510,372,5,1814,2008,1999,10050
%23UQP080G2,%232UPVRRL9P,Unranked,Brass League I,coLeader,0,0,13,$%GUSTAVO%$,185,2413,3400,468,415,8,2561,2853,1934,3100
%23UQP080G2,%238UR9PCG2Y,Unranked,Copper League V,coLeader,0,0,12,☆★GUSTAVO★☆,142,2390,2805,472,462,5,1578,1677,1995,100
%23UQP080G2,%238Y0JGU8YJ,Unranked,Brass League II,coLeader,0,0,13,$$GUSTAVO$$,207,2338,4154,1093,477,8,2245,2520,1985,22300
%23UQP080G2,%2390ULQVLG9,Unranked,Copper League III,member,0,0,12,$$GUSTAVO$$,155,2301,3160,398,402,5,1753,1879,2243,1000
%23UQP080G2,%239VU82G8JV,Crystal League II,Brass League III,coLeader,3,0,12,B. J. P. V.,140,2276,2841,338,240,6,2130,2165,1642,100
%23UQP080G2,%2398G9Y8CYQ,Unranked,Copper League III,coLeader,0,0,12,P.D.M.,143,2214,2726,589,390,5,1784,1784,1634,1000
%23UQP080G2,%23PRRQ2C0PQ,Crystal League II,Copper League V,member,1,1,11,DEMONIO,124,2178,2473,0,67,5,1547,1624,1128,5700
%23UQP080G2,%238G9YL2QU9,Unranked,Stone League I,coLeader,0,0,12,Atacamos,147,2169,2919,385,360,5,1499,1637,2168,1000
%23UQP080G2,%23YCLGJ02CQ,Unranked,Copper League V,member,0,0,11,Vismar,111,2172,2423,0,268,5,1532,1532,970,2900
%23UQP080G2,%239YV2UQ9QQ,Unranked,Copper League V,coLeader,0,0,11,soy yo,126,2159,2487,67,400,5,1507,1507,1548,100
%23UQP080G2,%239QG90QP2R,Crystal League II,Brass League III,coLeader,4,1,12,§~ Maria ~§,143,2206,2794,162,280,6,2036,2213,1678,100
%23UQP080G2,%239U0LY82L0,Unranked,Brass League I,member,0,0,11,jhojan 2,129,2130,2677,0,0,8,2550,2744,203,44950
%23UQP080G2,%2328P9PPGG9,Unranked,Copper League IV,coLeader,0,0,12,♡♥MESSI♥♡,143,2117,2918,398,462,5,1636,1639,2345,1000
%23UQP080G2,%23P2LUCY99R,Unranked,Stone League I,admin,0,0,12,$SALVADOR$,135,2070,2627,326,420,5,1411,1528,1538,1000
%23UQP080G2,%23PLQQ2CG8V,Unranked,Copper League IV,admin,0,0,11,yessy,130,2047,2585,0,248,5,1658,1710,1289,900
%23UQP080G2,%23LLY8J9VLV,Unranked,Stone League I,member,0,0,11,$GUSTAVO$,106,2045,2330,37,460,5,1463,1581,832,100
%23UQP080G2,%23Q8CVU9LUU,Crystal League III,Copper League V,member,0,0,11,$VANHELSIN$,91,2013,2125,74,525,5,1500,1522,270,100
%23UQP080G2,%23LRRPJ8Y9G,Crystal League III,Copper League I,member,31,0,12,////JULIO////,110,2069,2069,13,464,5,1980,2085,606,100
%23UQP080G2,%23LRLVVGPL2,Gold League I,Copper League V,member,2,1,11,yomellamo,100,1867,2336,72,492,5,1585,1588,509,900
%23UQP080G2,%23LC80C9LCC,Unranked,Stone League I,member,0,0,11,asesino,97,1861,2062,144,162,5,1440,1473,489,100
%23UQP080G2,%23LG8GPR9JG,Unranked,Copper League IV,member,0,0,11,Atacame,106,1813,2224,30,0,5,1619,1716,560,100
%23UQP080G2,%23LCY0VGV28,Gold League II,Copper League I,member,2,0,11,BrAyAn,110,1765,2181,8,365,5,1932,2004,693,100
%23UQP080G2,%238YRGYLCL2,Unranked,Wood League III,member,0,0,10,♠♣KiLLeR♣♠,109,1572,2240,0,0,3,279,285,1076,0
%23UQP080G2,%23LV82PRL08,Gold League II,Copper League I,member,1,0,11,JuLiO,108,1604,2251,2,363,5,1925,1963,668,100
%23UQP080G2,%23LUJUVL9CJ,Gold League III,Brass League III,member,2,0,11,////BRAYAN////,106,1528,1850,6,428,6,2089,2143,653,100
%23UQP080G2,%23Q8L8Y992J,Gold League III,Brass League II,member,2,0,11,MARIA,100,1405,1917,8,296,7,2262,2303,468,100
%23UQP080G2,%232PJRUJ28Q,Unranked,Clay League IV,coLeader,0,0,9,*$[PEREZ]$*,105,1299,2283,0,0,4,629,629,802,0
%23UQP080G2,%238YCCVYR00,Unranked,Wood League I,coLeader,0,0,9,*¥[PEREZ.9]¥*,96,1291,1755,0,0,3,459,459,1303,0
%23UQP080G2,%23802ULPL2,Unranked,Stone League II,member,0,0,10,$$$$$ YO $$$$$,109,1240,2072,0,0,4,1332,1436,1190,0
%23UQP080G2,%238GR8UL08L,Unranked,Wood League I,coLeader,0,0,9,*$*PEREZ.V.*$*,94,1212,1689,0,0,3,441,441,1279,0
%23UQP080G2,%2398L02L90V,Unranked,Wood League III,coLeader,0,0,9,§[*P€R£Z*5*]§,86,1108,1387,0,0,3,224,228,982,0
%23UQP080G2,%23998YQVJYL,Unranked,Copper League V,member,0,0,9,$$Golem$$,82,1091,1611,0,0,4,1529,1562,143,0
%23UQP080G2,%238C298UJLQ,Unranked,Stone League III,coLeader,0,0,8,♡¤Marcela¤♡,83,988,1521,0,0,4,1293,1438,824,0
%23UQP080G2,%23PP0Y0LGGR,Unranked,Stone League III,member,0,0,8,JHOJAN 3,54,799,1018,0,0,4,1266,1266,20,0
%23UQP080G2,%239JGR0V089,Unranked,Wood League II,member,0,0,9,☆[P€R£Z]☆,75,674,1149,0,0,3,347,354,680,0
%23UQP080G2,%23QQQC0R8PU,Unranked,Clay League III,member,0,0,5,$:.Paulo.:$,23,473,548,0,0,3,754,754,0,0
%232L2Q8YLU2,%23V8LRGYR,Titan League II,Platinum League II,leader,11,1,14,Nikita,223,4484,5050,158,0,10,4758,4906,1829,1121716
%232L2Q8YLU2,%23YPVPUYUC,Titan League III,Titanium League I,member,28,2,14,BrecherBimsen,242,4386,5609,55,234,10,4235,4963,3100,496234
%232L2Q8YLU2,%232R9GGP98C,Unranked,Steel League III,member,0,0,13,Paden,189,2683,5041,0,0,9,3267,3381,1539,926078
%232L2Q8YLU2,%23VRC9PVU8,Unranked,Brass League I,admin,0,0,12,Deisrov,142,2525,3148,0,0,7,2422,2449,571,522790
%232L2Q8YLU2,%232VVCGUGQ,Unranked,Iron League III,admin,0,0,12,Cilwer,140,2491,3071,0,0,9,2799,3070,567,702572
%232L2Q8YLU2,%232UYU8LJ92,Unranked,Titanium League III,member,0,0,14,V2_DieMaschiene,232,2315,5307,0,0,9,3858,4201,2324,680161
%232L2Q8YLU2,%23QVU2G20JC,Unranked,Iron League III,member,0,0,12,Papa Rambo,120,2141,2556,0,0,8,2639,2785,0,400
%232L2Q8YLU2,%23QYRL8GJY,Unranked,Brass League III,admin,0,0,11,mr.x,126,1978,2165,0,0,6,2068,2173,493,432161
%232L2Q8YLU2,%232P0RU2CGJ,Unranked,Brass League III,admin,0,0,11,duft3_typ,124,1913,2085,0,0,6,2015,2077,652,441956
%232L2Q8YLU2,%23QJC9U2RL0,Unranked,Brass League II,admin,0,0,11,ente,107,1801,2601,0,0,8,2204,2262,406,383738
%232L2Q8YLU2,%23G92YGGY09,Unranked,Copper League IV,member,0,0,13,gamer3000,64,1481,1521,0,0,7,1651,1651,4,121130
%232L2Q8YLU2,%23QUU0QU0YP,Silver League I,Copper League V,member,10,1,12,Michael,65,1380,1398,0,0,5,1589,1621,0,38995
%232L2Q8YLU2,%23GPPP029UU,Silver League I,Stone League II,member,12,4,13,GreenBot007,60,1325,1437,0,0,6,1373,1581,0,113360
%232L2Q8YLU2,%23G9RCR2VJ9,Unranked,Copper League V,member,0,0,12,wet,57,1238,1309,0,0,6,1597,1670,0,77753
%232L2Q8YLU2,%23Y8CQ88J88,Silver League II,Stone League III,member,3,7,12,jan,61,1003,1141,0,0,6,1241,1241,3,7120
%232L2Q8YLU2,%2328CLJ0VJL,Unranked,Copper League IV,member,0,0,10,Bomber,95,1111,1248,0,0,6,1634,1700,29,100
%232L2Q8YLU2,%23L008Y89P8,Unranked,Copper League IV,member,0,0,12,Paul,63,1088,1184,0,0,7,1678,1844,3,14700
%232L2Q8YLU2,%23LRPJV8VUP,Unranked,Brass League II,member,0,0,9,Gefühlsmäßig,93,1058,2156,0,0,6,2283,2369,527,305716
%232L2Q8YLU2,%23G80CC8PY0,Unranked,Copper League V,member,0,0,12,ruffy,64,1044,1253,1,0,6,1515,1685,45,77821
%232L2Q8YLU2,%23C9J0G2JV,Unranked,Brass League II,member,0,0,10,Gefühlsintensiv,158,874,3701,0,0,6,2243,2524,1801,424945
%232L2Q8YLU2,%23G898YGYVJ,Unranked,Stone League V,member,0,0,6,kai,32,602,800,0,0,4,1046,1062,0,250
%232QPPR2JL2,%23LV2UJP8U,Titan League III,Steel League III,leader,11,0,14,SAnto1966,199,4105,5007,42,0,10,3271,3809,1363,916890
%232QPPR2JL2,%23Q0J0VC2LP,Champion League III,Brass League I,coLeader,4,0,13,nurzila,148,3417,3460,109,0,8,2545,2825,737,742859
%232QPPR2JL2,%232RU8UCLVL,Unranked,Brass League I,coLeader,0,0,14,IDRIS,226,2947,5023,0,0,9,2574,3613,2694,474852
%232QPPR2JL2,%23P9PYL9CP0,Unranked,Iron League II,admin,0,0,13,"Rahmat 27,07,01",179,2916,4231,0,0,9,2942,3136,421,56600
%232QPPR2JL2,%23L8GPRQVYQ,Master League II,Iron League III,admin,1,0,13,KINGOZAN,166,2961,3308,0,0,7,2709,2759,1058,786335
%232QPPR2JL2,%23YC2UYY8JP,Master League III,Iron League III,member,17,1,13,Luqmanhm,159,2764,5107,65,222,8,2679,2781,698,375111
%232QPPR2JL2,%23YUG8JY8J9,Unranked,Brass League II,coLeader,0,0,13,IDRIS474,163,2649,3340,0,0,7,2234,2730,1807,428342
%232QPPR2JL2,%23220V98QR9,Master League III,Brass League III,admin,5,1,12,Sugiyarto,146,2618,2843,0,0,7,2130,2427,1270,387030
%232QPPR2JL2,%238R9P02QRY,Unranked,Brass League I,coLeader,0,0,13,hasan,199,2532,3853,0,0,8,2560,2790,1545,339944
%232QPPR2JL2,%23UURU8LQ2,Unranked,Brass League I,admin,0,0,12,BROTHER,154,2392,4191,0,0,7,2407,2407,1129,158991
%232QPPR2JL2,%23LQ88C0J29,Crystal League II,Brass League I,admin,11,2,11,SriWidya,112,2358,2549,0,302,7,2438,2517,294,5415
%232QPPR2JL2,%23LYQGL8JL0,Crystal League II,Iron League III,admin,1,1,11,MaTcip,130,2245,2601,1,35,7,2708,2770,395,239838
%232QPPR2JL2,%23Y92Q82PJ8,Unranked,Iron League II,member,0,0,11,Abdi,129,1872,2686,0,0,8,2922,3061,404,117966
%232QPPR2JL2,%23LU9C2P9QG,Unranked,Clay League I,admin,0,0,11,Rahmat~Ekha,92,1763,2337,0,0,3,900,900,83,14044
%232QPPR2JL2,%23G2VUJVQGQ,Gold League I,Copper League IV,admin,9,0,10,MiNioN_29,82,1814,1822,0,0,6,1630,1827,349,368281
%232QPPR2JL2,%23980CLQ9VC,Unranked,Brass League II,admin,0,0,12,Angelina,132,1758,2133,0,0,7,2321,2514,317,483160
%232QPPR2JL2,%23LUP8RCY80,Unranked,Copper League I,admin,0,0,11,jhoni,112,1723,2233,0,0,6,1958,2340,211,140264
%232QPPR2JL2,%232989P98GR,Unranked,Brass League III,admin,0,0,11,tejo,136,1617,2600,0,0,6,2150,2248,886,261816
%232QPPR2JL2,%23PUV09GCL,Unranked,Copper League III,admin,0,0,10,hellga14,111,1191,1847,0,0,5,1734,1764,722,220907
%232QPPR2JL2,%23G2JGL9L8U,Silver League I,Clay League III,admin,1,1,10,Paradox,75,1177,1327,888,123,4,706,721,144,148758
%232QPPR2JL2,%23L8GR0G9Q9,Unranked,Wood League I,admin,0,0,8,Emperor,52,795,960,0,0,3,412,412,96,56005
%232QPPR2JL2,%23QC08VPPYQ,Unranked,Clay League I,admin,0,0,8,GembuL,60,671,1013,0,0,4,903,913,127,122204
%232QPPR2JL2,%23G9L8V82GQ,Unranked,,admin,0,0,5,Dotzzzy,28,279,279,0,0,0,0,0,3,0
%232QPPR2JL2,%23QGLPJR9CY,Unranked,,admin,0,0,3,arey,9,180,193,0,0,0,0,0,0,0
%238P8V0Q98,%23RQ8VQYQC,Titan League I,Titanium League III,coLeader,19,1,16,TriLui 2,250,4853,5437,1689,1660,10,3906,4190,2304,61200
%238P8V0Q98,%2320CP2RU0R,Titan League I,Titanium League II,coLeader,19,0,16,Quynh Nhu,259,4864,5399,1275,1659,10,4090,4465,2339,287440
%238P8V0Q98,%23RU8VJUC8,Titan League I,Steel League II,member,18,10,15,TriLui’s,228,4867,5358,1395,1464,10,3555,4024,1592,100
%238P8V0Q98,%23URLL8L88,Titan League I,Steel League I,member,21,1,16,TriLui’1s,239,4906,5409,1482,1736,10,3614,4058,2673,54600
%238P8V0Q98,%23JU2LY8CR,Titan League I,Titanium League III,member,18,1,16,TriLui’2s,243,4787,5378,2050,1291,10,3846,4162,2931,34650
%238P8V0Q98,%23LQGGQ8LYU,Titan League III,Iron League III,member,12,2,14,Pro0808,173,4228,5057,854,935,10,2619,2913,193,106900
%238P8V0Q98,%232PV8C8CC,Champion League III,Titanium League III,member,0,3,15,Giáo 37,248,3323,5463,0,0,10,3996,5016,3496,469657
%238P8V0Q98,%23PL2YR0220,Unranked,Steel League I,coLeader,0,0,15,JakeTheBoi,220,3259,5460,0,0,9,3637,4018,285,114500
%238P8V0Q98,%232U0YQ0PV,Unranked,Titanium League II,leader,0,0,16,⚡️⚡️GIÁO37⚡️⚡️,265,3222,5366,0,0,10,4080,4337,2775,203650
%238P8V0Q98,%23QGPQJ9LVR,Unranked,Brass League I,member,0,0,13,Accepted,143,3115,4449,0,0,8,2535,2735,152,96000
%238P8V0Q98,%23L2ULGGG28,Unranked,Iron League II,member,0,0,14,Pro08,174,2895,4947,0,0,9,2834,2988,112,126425
%238P8V0Q98,%23R28QCQ09,Unranked,Titanium League I,member,0,0,14,Jonh Nguyen,230,2805,5187,0,0,9,4377,4463,2774,0
%238P8V0Q98,%23YVQCGGU0,Unranked,Steel League III,coLeader,0,0,14,CHUẨN TƯỚNG,204,2753,3535,0,0,9,3365,3605,2720,0
%238P8V0Q98,%23JQ0JYJ0,Unranked,Platinum League III,coLeader,0,0,14,Hoang Nam Tang,234,2738,5440,0,0,9,4401,4728,2382,0
%238P8V0Q98,%232JJ2JP8U,Unranked,Iron League III,member,0,0,15,hanhfim,220,2678,4576,0,0,9,2688,2859,3364,2650
%238P8V0Q98,%23VVPYJYGC,Unranked,Platinum League III,coLeader,0,0,14,Blackknight,227,2662,5143,0,0,9,4566,4593,2941,0
%238P8V0Q98,%23R2CLQGPY,Unranked,Platinum League II,coLeader,0,0,14,Cuong+66ttu,208,2570,3731,0,0,9,4672,4701,1039,0
%238P8V0Q98,%23QUV92YRJ,Unranked,Platinum League III,coLeader,0,0,14,linh1980,233,2564,5491,0,0,9,4529,4745,2874,0
%238P8V0Q98,%23U2PQ8PQV,Unranked,Titanium League II,coLeader,0,0,14,A Kelvin SG,230,2484,3780,0,0,9,4079,4352,1187,0
%238P8V0Q98,%23L9QCCCPCQ,Unranked,Copper League IV,member,0,0,11,Põ ji,99,2153,2734,0,0,7,1618,1867,24,100
%232QLJQCQUR,%23PCJYVCYP8,Legend League,Titanium League III,leader,49,3,16,Khaleesi Nikki,266,5109,5242,1046,184,10,3900,4288,2716,3079371
%232QLJQCQUR,%239J888G029,Legend League,Platinum League III,coLeader,63,1,16,Milhouse,235,5003,5246,831,136,10,4429,4533,1906,3027152
%232QLJQCQUR,%2399P8URVC,Titan League II,Steel League II,member,8,7,15,Trolln4unicorns,194,4388,4901,83,0,10,3449,3881,716,1872453
%232QLJQCQUR,%23QQL0V0P92,Titan League III,Iron League I,member,13,2,13,Fin.H.M,159,4357,4399,0,77,10,3008,3162,296,1118412
%232QLJQCQUR,%23YV8QJR0G,Champion League II,Titanium League I,member,6,0,14,TheMugwump,194,3639,3900,0,0,10,4253,4352,693,1204366
%232QLJQCQUR,%23PVQRPVC8J,Champion League III,Steel League II,admin,0,2,15,squatch253,227,3204,4708,207,106,10,3500,4205,2003,2106650
%232QLJQCQUR,%23Y08CVC8VL,Master League III,Brass League I,coLeader,0,0,14,danceofdragons,183,2659,3353,0,126,8,2586,2711,1638,1636699
%232QLJQCQUR,%23GP2U8Y0CL,Master League III,Brass League III,member,94,0,10,Blue Arctic Owl,96,2706,2714,269,264,9,2053,2695,135,157023
%232QLJQCQUR,%23C08VJQU8,Crystal League I,Iron League II,member,1,1,13,SLY ft.WN,171,2411,3314,0,142,8,2880,2936,845,152041
